id,name,url,author,style,finished,updateTime,bookIntro
78,圣道禁区,http://book.zongheng.com/book/982278.html,第三圣,奇幻玄幻,已完结,"更新时间 05-31 07:01","大幕遮天，阴阳难判。日月不显，飞星不现。生者长醒，死者长眠。 浮屠剑山，潜龙升渊。 这是一个黑暗的世界，实力是唯一的法则，杀戮是常有的状态。 碎石破风，镇山填海，捉云弄月，辟地开天。 至尊不现世，神将可为王。 濒死潜龙，活而出渊，能否搅动风云，解开谜团，重立秩序？"
79,莲帝,http://book.zongheng.com/book/915946.html,桐羽苍澜,奇幻玄幻,已完结,"更新时间 05-31 00:02","灵法于心，提笔道出万念汹涌。 仙法于身，夺苍穹为我琉璃胄。 道法于理，以玄冥量青天北斗。 命运两个错，峰回路转再来回！ 九霄神将，护大帝坐拥天下，保帝后一世平安，会三皇帝心，成众生帝莲，安我莲帝天下名！"
80,废材修仙录,http://book.zongheng.com/book/893517.html,生水华,奇幻玄幻,已完结,"更新时间 05-30 15:21",我真不是大佬，你怎么就不信呢？家族？我没有！宗门？好像有一个超级大大大宗门，不过在哪儿？师傅？出场不到一天就西去了！啥！理想！称霸一方？征服世界？屁！吃好！喝好！睡好！
81,天网,http://book.zongheng.com/book/921703.html,蓝盔之恋,都市娱乐,已完结,"更新时间 05-30 10:36",青年警察方天宇同计算机天才的黑暗骷髅犯罪集团头目、同学林钺斗智斗勇，在一个个离奇大要案中展开了正义与邪恶的鏖战，挽救无数了幸福家庭，保护了城市安全。
82,举世之境,http://book.zongheng.com/book/1008896.html,墨秀,奇幻玄幻,已完结,"更新时间 05-28 10:02","常言道，匹夫无罪，怀璧其罪。 当你所拥有的，被人知道，被人抢夺，你会怎么做？ 你原本只是想要一个真相，却无意间踏入了无法自拔的漩涡。 生而为人，你也曾善性善行。 天地不仁，世事无常又显悲欢。 因为一件世人渴望的神物，你受尽苦难！ 倘若你被发现还有一件神物，苍穹之下，你何处安家？ 修炼最终是谓何？举世不容之境，你会怎样选择？ 举世之境，万般终局缘于长安花楼戏子之死…"
83,异化都市,http://book.zongheng.com/book/1032940.html,听书航海,都市娱乐,已完结,"更新时间 05-24 17:42","最强散修重生碰上末法世界没有修炼专用天地灵气？！没事！且看我借由先天之气走炼体一途！ 古神粒子，世界异变？万物崛起，异兽横生？没事！刺激一点的生活才更有味道！"
84,御用狂兵,http://book.zongheng.com/book/830166.html,一箭东来,都市娱乐,已完结,"更新时间 05-24 12:04",顶级特工回到都市，什么江湖恩怨，什么路见不平，不存在的，我只是想做一个潇洒帅气的小保安，可是实力不允许……
85,大明第一吏,http://book.zongheng.com/book/1044080.html,纸花船,历史军事,已完结,"更新时间 05-23 16:24","山村小人物一脚踏进了大明官场，成为了县衙里的一个小小捕快！ 玩弄人心，堪破毒计，出身寒门，却依靠着一丝来自后世的记忆，小人物的骨气与智谋，一步步成为大明权倾朝野的权贵核心！"
86,圣医商道,http://book.zongheng.com/book/915108.html,水晶葡萄皮,都市娱乐,已完结,"更新时间 05-23 16:18",波折坎坷后的重生，医道商道世道，道道相通。
87,焚戮纪,http://book.zongheng.com/book/932746.html,轻雨青狐,武侠仙侠,已完结,"更新时间 05-17 17:13","开国公：康儿，你想不想做皇帝？ 陈锡康（六岁）：做啊！皇帝多威武，武神剑 仙美人都得敬畏我！ 开国公：康儿，你做不做皇帝？ 陈锡康（十二岁）：不做。以一人敌万人，武神剑仙，强汉，太武，还有心有狼虎的槐王，若要称帝，家破人亡，生灵涂炭。 开国公：康儿，你做不做皇帝？ 陈锡康（十八岁）：不知道。这天下藏龙卧虎，若要争，烽火与杀戮席卷苍生。可若不争，这天下容得下陈家，容得下西锤五十万开国之师吗？ 天发杀机，龙蛇起陆。君臣之间最大的忌讳就是功高盖主，开国公亲生之子却以义子之名告于天下。从小被老爹问的最多的就是要不要当皇帝的陈锡康到底会在乱世之中如何做出抉择？ 武斗、文斗、胭脂斗。沐平城、秦武城、长安不夜城。烽火起长安，杀伐与屠戮再起，天下乱！"
88,女神的贴身医圣,http://book.zongheng.com/book/899767.html,在水一剑,都市娱乐,已完结,"更新时间 05-17 10:50",偶然获得奇门医经传承的他，终将遨游天地之间！
89,龙啸之刃,http://book.zongheng.com/book/1021292.html,漂流瓶里的鱼,武侠仙侠,已完结,"更新时间 05-17 09:35","故事讲述主角轩辕龙的起起跌跌，由一个帮派的最底层弟子，成为江湖巨擘的故事。内容着重表达[兄弟之情]和[江湖之义]的点点滴滴。 本书部分内容令人反感 未满18岁的人士请在家人陪伴下阅读。"
90,一境无敌,http://book.zongheng.com/book/945214.html,东一太白,武侠仙侠,已完结,"更新时间 05-15 13:56","两个下凡的神仙打架，还有个偏袒的裁判，这架怎么打？ 得花点心思才行啊！"
91,欲罪封尊,http://book.zongheng.com/book/1033137.html,席中米,奇幻玄幻,已完结,"更新时间 05-14 11:30","大道之本，顺者为尊，逆者为罪。 求道、寻仙、长生，世间人挣扎的修炼之路险象环生；救赎、杀伐、清修，不同人的坚守终究会产生激烈碰撞；阴谋、血腥、背叛，无数错综复杂的谜团在身边上演，逼得他一步步前行，直到世间本源。 少年自北域而出，以手中长剑劈开层层迷雾，为自己和亲人斩出一条康庄大道。 上天视我为罪孽深重，但到了最后，有资格审判我的，只有那个真正的自我"
92,顶级失业者,http://book.zongheng.com/book/900265.html,九山大叔,都市娱乐,已完结,"更新时间 05-14 04:52",职场失意，获得异能，从此走上一条农村创业之路，建花园，种蔬菜水果，养鱼，酿酒，炼丹，掀起一场又一场波澜，政要富豪成朋友，美女成知己合伙人，一步步实现自己的梦想。
93,鞘圣,http://book.zongheng.com/book/865286.html,风萧条,奇幻玄幻,已完结,"更新时间 05-13 18:56",白首王权少年头，灵剑收鞘悬山楼。
94,古神崛起,http://book.zongheng.com/book/978672.html,侠键客,奇幻玄幻,已完结,"更新时间 05-10 15:14","功是什么功？太极混元功；剑是什么剑？缥缈太极剑；人是什么人？太极耍剑人！ 一名普通的高中生，高考后屋中自嗨，却不慎触电身亡。 然而，他却在异界复活，带着儿时获得的太极秘籍。 穿越的人生就此展开， 而一切却并不那么简单，被无端关注，奇怪的渡鸦，初现的暗影，世界的剧变…… 秘密被一点点揭开，危机一点点临近…… 他将何去何从？ 这是一个太极神功异界放彩的故事。"
95,非洲酋长,http://book.zongheng.com/book/927896.html,更俗,都市娱乐,已完结,"更新时间 05-10 12:19",神秘混乱的西非国度，家道遇变的倔强少年，毅然出走的新婚少妇，居心叵测的险恶人心……【书友ＱＱ群：628735469，微信公众号：gengsu1979】
96,九天元帝,http://book.zongheng.com/book/894001.html,艾蒿也芬芳,奇幻玄幻,已完结,"更新时间 05-09 10:08",混沌元石，也是万古第一顽石，顽石者，古来有之，试问普天之下谁人最顽？九天之顽石，顽尽万古实所共鉴之......
97,重生仙尊在都市,http://book.zongheng.com/book/877521.html,白玉扶苏,都市娱乐,已完结,"更新时间 05-08 15:09","绝世仙尊重生地球，踩尽前世敌人，弥补前世遗憾，而后从地球出发，一路高歌，斩天骄，碾天才，镇万族。 　　“这一世，我要一剑破万法，登临那万界之巅！” 　　——林长青。"
98,热血天子,http://book.zongheng.com/book/911309.html,一千克拉,奇幻玄幻,已完结,"更新时间 05-07 12:09","【新书启航☆☆☆☆☆】 长平之战，大秦战神白起陨落，一大波反秦人士正在路上。 天下都知吕不韦突破到信仰境，又岂知他囤货居奇养真龙？ 只是这大秦，究竟亚父为尊，还是我秦天为皇？ 人在庙堂殿，心存苍生众，吾掌天子印，只手压九州！"
99,灵界战雄,http://book.zongheng.com/book/838800.html,四眼鲨鱼,奇幻玄幻,已完结,"更新时间 05-06 22:38",一封调职通知书，让原本只是一名普通警察的余厦，不仅接触到了灵界的秘密，而且还得知关于灵魂和修仙等诸多离奇的真相，甚至连重启封神榜的重任，都落在他的头上！
100,劫逆乾坤,http://book.zongheng.com/book/736721.html,一土成二木,奇幻玄幻,已完结,"更新时间 05-05 21:32",正果终究不是修来的，而是道祖，是仙君指定，他们让谁得道，谁便可以得道，哪怕心中无道也无妨。
101,神国之上,http://book.zongheng.com/book/957547.html,见异思剑,武侠仙侠,已完结,"更新时间 05-05 16:04",“这是我的剑，也是我的棺。”十六岁那年，宁长久白衣悬剑，如是说道。
102,欧皇无敌,http://book.zongheng.com/book/967368.html,黑德里克,二次元,已完结,"更新时间 05-05 15:28","看我这个操作，单抽，ssr！ 再来，单抽，还是ssr！ 继续！ 哇！金色传说！ 不要问我为什么，我的卡池他没有金色以下的存在。 别人打boss掉装备，我掉呼符卡包圣晶石人民币。 史上最弱的穿越者赵天和，靠着抽卡一步步登上了人生巅峰……"
103,飘渺真仙,http://book.zongheng.com/book/1044880.html,一剑封疆,武侠仙侠,已完结,"更新时间 05-04 13:59",八百年修士，执念一缕幽魂，天道为之不容，形神俱灭。恢弘恐怖的修仙世界，势微玄元宗，一道自缢死亡少年之躯，神魂相凝，为之苏醒！（PS：每日更万字！）
104,都市之战神回归,http://book.zongheng.com/book/1039102.html,诸葛铁牛,都市娱乐,已完结,"更新时间 05-03 23:25",三年时间，从废柴到战神，三年前不辞而别，三年后归来，龙潜花都，以大龄生的身份潜入学校，以往的初恋同桌却成了班主任～
105,魔道启示录,http://book.zongheng.com/book/880037.html,流浪龙渊,奇幻玄幻,已完结,"更新时间 05-01 20:59",当夕阳斜照在赤木峰顶的时候，血色染红了划过天际的巨龙、狮鹫、苍鹰……巨龙吼声与尖利的鹰唳却压不住天空各色流光碰撞的巨响，那是真气与术法的碰撞，随着各色流光的划过，有剑气纵横的战士，有御空而行的修行者，也有身着术法长袍的术士从天空跌落，然后重重的砸在坚硬的地面上，摔得支离破碎，宛如一个个破碎的布偶。在天空中血与火交织的战场下面，一个少年，举起手中的黑色长剑，背向众生，仰天嘶吼。
106,九零之完美人生,http://book.zongheng.com/book/1055479.html,沙发熊,都市娱乐,已完结,"更新时间 05-01 00:37","谁的人生没有遗憾？谁没有一些旧恨心魔？ 如果能够重活一回，那错过的机会可以把握，错过的人也能好好的珍惜，作为万中无一的幸运儿，钱洪就意外的重生回到了1990年，然后就很爽了。 股票认购证？买！ 互联网企业？投！ 国退民进？收！ 比特币？挖！ 至于房子跟商铺哥哥早就没数了。 更关键的是，钱洪还打算利用他的钱，尽可能去帮助更多的人……"
107,第一赘婿,http://book.zongheng.com/book/846004.html,阿刀刀,都市娱乐,已完结,"更新时间 05-01 00:12",上门女婿，娇妻美艳，丈母娘瞧不起，却不知，我豪富无双，乃第一赘婿！
108,傲剑出尘,http://book.zongheng.com/book/917592.html,煮茶论天下,武侠仙侠,已完结,"更新时间 05-01 00:09","人在江湖，身不由己。国师的儿子不想当国师，皇帝其实也不想做皇帝，逃离家族的千金，寒窗苦读的秀才，出家的和尚道士，卖猪肉的市井屠夫…… 各种各样的人和各种各样的事，恩怨情仇构成了这个不太冷的江湖。"
109,东都剑花西京烟雨,http://book.zongheng.com/book/981542.html,楚墨凡,武侠仙侠,已完结,"更新时间 04-30 23:25","隋朝末年，朝廷昏庸奢靡，民怨沸腾，各地起义不断，背井离乡的楚墨风，能否在这乱世的夹缝中生存下去。 朝代更迭，是处江湖之远，还是身居庙堂之高，自己的选择真的能如愿以偿么？"
110,剑道圣君,http://book.zongheng.com/book/924090.html,君上不吃香菜,奇幻玄幻,已完结,"更新时间 04-30 17:20","剑之极境，斩星辰，断天外。 家族惨遭灭门，少年提剑踏上复仇之路。辗转三大王朝之间，邂逅净王朝郡主、影宗极品女刺客、学院第一美女导师……"
